"Date","HomeTeam","AwayTeam","FTR","B365H","B365D","B365A"
2013-10-06,"Catania","Genoa","D",2.1,3.4,3.4
2013-10-06,"Napoli","Livorno","H",1.22,5.25,17
2013-10-06,"Parma","Sassuolo","H",1.57,3.75,6
2013-10-06,"Sampdoria","Torino","D",2.4,3.2,3
2013-10-06,"Udinese","Cagliari","H",1.83,3.5,4.33
2013-10-06,"Juventus","Milan","H",1.57,4,5.5
2013-10-06,"Lazio","Fiorentina","D",2.25,3.4,3.1
2013-10-05,"Chievo","Atalanta","A",2.2,3.2,3.4
2013-10-05,"Inter","Roma","A",2.25,3.5,3
2013-10-18,"Roma","Napoli","H",2.1,3.3,3.5
2013-10-19,"Cagliari","Catania","H",1.91,3.3,4.2
2013-10-19,"Milan","Udinese","H",1.67,3.6,5.25
2013-10-20,"Atalanta","Lazio","H",2.7,3.2,2.6
2013-10-20,"Fiorentina","Juventus","H",3.5,3.3,2.1
2013-10-20,"Genoa","Chievo","H",2,3.4,3.75
2013-10-20,"Livorno","Sampdoria","A",2.3,3.2,3.1
2013-10-20,"Sassuolo","Bologna","H",2.38,3.2,3
2013-10-20,"Verona","Parma","H",2.3,3.2,3.1
2013-10-20,"Torino","Inter","D",3.4,3.5,2.05
2013-10-26,"Inter","Verona","H",1.44,4.2,7.5
2013-10-26,"Sampdoria","Atalanta","H",2.3,3.2,3.2
2013-10-27,"Bologna","Livorno","H",2,3.3,3.8
2013-10-27,"Catania","Sassuolo","D",1.83,3.5,4.33
2013-10-27,"Chievo","Fiorentina","A",3.8,3.4,2
2013-10-27,"Juventus","Genoa","H",1.2,6,15
2013-10-27,"Lazio","Cagliari","H",1.83,3.4,4.5
2013-10-27,"Napoli","Torino","H",1.33,5,8.5
2013-10-27,"Parma","Milan","H",3.3,3.3,2.2
2013-10-27,"Udinese","Roma","A",3.3,3.4,2.15
2013-10-29,"Atalanta","Inter","D",3.8,3.3,2
2013-10-30,"Cagliari","Bologna","A",1.75,3.5,4.75
2013-10-30,"Fiorentina","Napoli","A",2.5,3.3,2.8
2013-10-30,"Genoa","Parma","H",2.4,3.2,3
2013-10-30,"Juventus","Catania","H",1.18,6.25,17
2013-10-30,"Livorno","Torino","D",2.8,3.1,2.6
2013-10-30,"Milan","Lazio","D",1.73,3.5,5
2013-10-30,"Sassuolo","Udinese","A",2.88,3.3,2.4
2013-10-30,"Verona","Sampdoria","H",2,3.4,3.75
2013-10-31,"Roma","Chievo","H",1.22,6,12
2013-11-02,"Milan","Fiorentina","A",2.05,3.5,3.5
2013-11-02,"Napoli","Catania","H",1.22,6,13
2013-11-02,"Parma","Juventus","A",4.5,3.75,1.73
2013-11-03,"Lazio","Genoa","A",1.57,3.8,6
2013-11-03,"Livorno","Atalanta","H",2.7,3.1,2.7
2013-11-03,"Sampdoria","Sassuolo","A",1.95,3.5,3.8
2013-11-03,"Torino","Roma","D",4,3.5,1.91
2013-11-03,"Udinese","Inter","A",2.63,3.3,2.63
2013-11-03,"Verona","Cagliari","H",2.05,3.4,3.5
2013-11-04,"Bologna","Chievo","D",2.05,3.3,3.6
2013-11-09,"Catania","Udinese","H",2.9,3.1,2.5
2013-11-09,"Inter","Livorno","H",1.3,5,10
2013-11-10,"Atalanta","Bologna","H",2.05,3.3,3.6
2013-11-10,"Cagliari","Torino","H",2,3.3,3.8
2013-11-10,"Chievo","Milan","D",3.8,3.3,2
2013-11-10,"Genoa","Verona","H",2.25,3.25,3.25
2013-11-10,"Parma","Lazio","D",2.3,3.2,3.2
2013-11-10,"Roma","Sassuolo","D",1.22,6,13
2013-11-10,"Fiorentina","Sampdoria","H",1.4,4.5,8
2013-11-10,"Juventus","Napoli","H",1.73,3.6,4.75
2013-11-23,"Milan","Genoa","D",1.44,4.2,7.5
2013-11-23,"Napoli","Parma","A",1.44,4.5,6.5
2013-11-23,"Verona","Chievo","A",2.1,3.3,3.5
2013-11-24,"Bologna","Inter","D",4,3.4,1.91
2013-11-24,"Livorno","Juventus","A",8.5,4.75,1.36
2013-11-24,"Sampdoria","Lazio","D",3,3.2,2.38
2013-11-24,"Sassuolo","Atalanta","H",2.2,3.2,3.4
2013-11-24,"Torino","Catania","H",1.8,3.5,4.5
2013-11-24,"Udinese","Fiorentina","H",2.8,3.1,2.6
2013-11-25,"Roma","Cagliari","D",1.44,4.33,7
2013-11-30,"Genoa","Torino","D",2.38,3.2,3.1
2013-11-30,"Parma","Bologna","D",1.8,3.5,4.5
2013-12-01,"Atalanta","Roma","D",4,3.4,1.91
2013-12-01,"Cagliari","Sassuolo","D",1.83,3.5,4.33
2013-12-01,"Catania","Milan","A",4.75,3.6,1.75
2013-12-01,"Chievo","Livorno","H",1.91,3.4,4
2013-12-01,"Inter","Sampdoria","D",1.4,4.5,8
2013-12-01,"Juventus","Udinese","H",1.3,5,10
2013-12-02,"Fiorentina","Verona","H",1.44,4.33,7
2013-12-02,"Lazio","Napoli","A",3.1,3.3,2.3
2013-12-06,"Bologna","Juventus","A",8.5,4.33,1.4
2013-12-07,"Livorno","Milan","D",5.5,3.75,1.62
2013-12-07,"Napoli","Udinese","D",1.57,3.75,6
2013-12-08,"Cagliari","Genoa","H",1.95,3.3,4
2013-12-08,"Inter","Parma","D",1.65,3.75,5.5
2013-12-08,"Roma","Fiorentina","H",1.91,3.4,4
2013-12-08,"Sampdoria","Catania","H",1.73,3.6,4.75
2013-12-08,"Sassuolo","Chievo","A",2.1,3.2,3.6
2013-12-08,"Torino","Lazio","H",2.38,3.2,3
2013-12-08,"Verona","Atalanta","H",1.95,3.3,4
2013-12-14,"Catania","Verona","D",2.7,3,2.75
2013-12-15,"Chievo","Sampdoria","A",2.25,3,3.5
2013-12-15,"Fiorentina","Bologna","H",1.44,4.33,7
2013-12-15,"Genoa","Atalanta","D",2.15,3.25,3.4
2013-12-15,"Juventus","Sassuolo","H",1.17,6.5,17
2013-12-15,"Lazio","Livorno","H",1.5,4,7
2013-12-15,"Napoli","Inter","H",1.91,3.5,4
2013-12-15,"Parma","Cagliari","D",1.8,3.6,4.33
2013-12-15,"Udinese","Torino","A",1.91,3.4,4
2013-12-16,"Milan","Roma","D",2.3,3.3,3.1
2013-12-21,"Cagliari","Napoli","D",3.5,3.4,2.05
2013-12-21,"Livorno","Udinese","A",3.1,3.1,2.4
2013-12-22,"Atalanta","Juventus","A",7.5,4.2,1.44
2013-12-22,"Bologna","Genoa","H",2.1,3.25,3.5
2013-12-22,"Inter","Milan","H",2.63,3.3,2.63
2013-12-22,"Roma","Catania","H",1.22,6.5,11
2013-12-22,"Sampdoria","Parma","D",2.5,3.2,2.88
2013-12-22,"Sassuolo","Fiorentina","A",4.33,3.4,1.85
2013-12-22,"Torino","Chievo","H",1.83,3.3,4.75
2013-12-22,"Verona","Lazio","H",2.7,3.2,2.63
2014-01-05,"Chievo","Cagliari","D",2.38,3,3.25
2014-01-05,"Fiorentina","Livorno","H",1.33,4.75,10
2014-01-05,"Juventus","Roma","H",1.67,3.75,5
2014-01-06,"Catania","Bologna","H",2.1,3.2,3.6
2014-01-06,"Genoa","Sassuolo","H",2.1,3.3,3.5
2014-01-06,"Lazio","Inter","H",2.4,3.3,2.88
2014-01-06,"Milan","Atalanta","H",1.44,4.2,7.5
2014-01-06,"Napoli","Sampdoria","H",1.36,4.75,8
2014-01-06,"Parma","Torino","H",2.05,3.3,3.6
2014-01-06,"Udinese","Verona","A",1.8,3.4,4.75
2014-01-11,"Bologna","Lazio","D",3.1,3.1,2.38
2014-01-11,"Livorno","Parma","A",3,3.2,2.38
2014-01-12,"Atalanta","Catania","H",1.85,3.4,4.33
2014-01-12,"Cagliari","Juventus","A",7,4.33,1.44
2014-01-12,"Roma","Genoa","H",1.36,4.5,9
2014-01-12,"Sassuolo","Milan","H",5,3.6,1.7
2014-01-12,"Torino","Fiorentina","D",2.8,3.3,2.5
2014-01-12,"Verona","Napoli","A",3.8,3.5,1.95
2014-01-13,"Inter","Chievo","D",1.44,4.33,7
2014-01-13,"Sampdoria","Udinese","H",2.38,3.2,3
2014-01-18,"Juventus","Sampdoria","H",1.17,6.5,17
2014-01-18,"Roma","Livorno","H",1.18,6.5,15
2014-01-19,"Atalanta","Cagliari","H",2.45,3.1,3
2014-01-19,"Bologna","Napoli","D",5,3.75,1.67
2014-01-19,"Catania","Fiorentina","A",3.6,3.4,2.05
2014-01-19,"Chievo","Parma","A",2.8,3.1,2.6
2014-01-19,"Genoa","Inter","H",3.9,3.4,1.95
2014-01-19,"Milan","Verona","H",1.44,4.33,7
2014-01-19,"Sassuolo","Torino","A",2.7,3.2,2.6
2014-01-19,"Udinese","Lazio","A",2.5,3.1,2.9
2014-01-25,"Lazio","Juventus","D",4.75,3.6,1.73
2014-01-25,"Napoli","Chievo","D",1.29,5.25,10
2014-01-26,"Cagliari","Milan","A",3.8,3.3,2
2014-01-26,"Inter","Catania","D",1.33,4.75,9.5
2014-01-26,"Livorno","Sassuolo","H",2.4,3.1,3.1
2014-01-26,"Parma","Udinese","H",2,3.3,3.8
2014-01-26,"Sampdoria","Bologna","D",1.75,3.4,5
2014-01-26,"Torino","Atalanta","H",1.75,3.4,5
2014-01-26,"Verona","Roma","A",4.75,3.6,1.75
2014-01-26,"Fiorentina","Genoa","D",1.33,4.75,10
2014-02-01,"Bologna","Udinese","A",2.5,3.1,2.9
2014-02-01,"Cagliari","Fiorentina","H",3.25,3.2,2.25
2014-02-01,"Milan","Torino","D",1.6,3.8,5.75
2014-02-02,"Atalanta","Napoli","H",4.33,3.4,1.85
2014-02-02,"Catania","Livorno","D",1.91,3.4,4
2014-02-02,"Chievo","Lazio","A",3.1,3.1,2.4
2014-02-02,"Sassuolo","Verona","A",2.38,3.2,3
2014-02-02,"Juventus","Inter","H",1.4,4.5,7.5
2014-02-03,"Genoa","Sampdoria","A",2.5,3.2,2.88
2014-02-08,"Fiorentina","Atalanta","H",1.44,4.33,7
2014-02-08,"Napoli","Milan","H",2,3.4,3.75
2014-02-08,"Udinese","Chievo","H",1.83,3.4,4.5
2014-02-09,"Lazio","Roma","D",3.75,3.4,2
2014-02-09,"Livorno","Genoa","A",2.4,3.2,3
2014-02-09,"Parma","Catania","D",1.57,3.6,6.5
2014-02-09,"Sampdoria","Cagliari","H",2.1,3.25,3.5
2014-02-09,"Torino","Bologna","A",1.57,3.75,6
2014-02-09,"Verona","Juventus","D",8,4.5,1.4
2014-02-09,"Inter","Sassuolo","H",1.33,4.75,10
2014-02-14,"Milan","Bologna","H",1.33,5,9
2014-02-15,"Fiorentina","Inter","A",2.1,3.4,3.4
2014-02-16,"Atalanta","Parma","A",2.5,3.25,2.8
2014-02-16,"Cagliari","Livorno","A",1.75,3.4,5
2014-02-16,"Catania","Lazio","H",3.3,3.2,2.25
2014-02-16,"Genoa","Udinese","D",2.75,3.1,2.63
2014-02-16,"Juventus","Chievo","H",1.14,7.5,17
2014-02-16,"Sassuolo","Napoli","A",6,3.8,1.57
2014-02-16,"Roma","Sampdoria","H",1.33,5,9
2014-02-17,"Verona","Torino","A",2.3,3.3,3.1
2014-02-22,"Bologna","Roma","A",7,4,1.5
2014-02-23,"Chievo","Catania","H",2.15,3.1,3.6
2014-02-23,"Inter","Cagliari","D",1.44,4.2,7.5
2014-02-23,"Juventus","Torino","H",1.22,6,12
2014-02-23,"Livorno","Verona","A",2.38,3.25,3
2014-02-23,"Sampdoria","Milan","A",3.2,3.2,2.3
2014-02-23,"Udinese","Atalanta","D",1.75,3.4,5
2014-02-23,"Lazio","Sassuolo","H",1.44,4.2,7.5
2014-02-24,"Napoli","Genoa","D",1.29,5,12
2014-02-24,"Parma","Fiorentina","D",2.4,3.2,3
2014-03-01,"Roma","Inter","D",1.62,3.8,5.5
2014-03-02,"Atalanta","Chievo","H",2.05,3.25,3.75
2014-03-02,"Cagliari","Udinese","H",2.38,3.2,3
2014-03-02,"Fiorentina","Lazio","A",1.91,3.3,4.2
2014-03-02,"Genoa","Catania","H",2.1,3.25,3.6
2014-03-02,"Livorno","Napoli","D",6,4,1.53
2014-03-02,"Milan","Juventus","A",3.6,3.5,2
2014-03-02,"Sassuolo","Parma","A",3.5,3.4,2.05
2014-03-02,"Torino","Sampdoria","A",1.83,3.25,4.75
2014-03-02,"Verona","Bologna","D",1.91,3.5,4
2014-03-08,"Catania","Cagliari","D",2.2,3.25,3.3
2014-03-08,"Udinese","Milan","H",3,3.25,2.38
2014-03-09,"Bologna","Sassuolo","D",1.91,3.4,4
2014-03-09,"Chievo","Genoa","H",2.1,3.2,3.6
2014-03-09,"Inter","Torino","H",1.57,4,5.5
2014-03-09,"Juventus","Fiorentina","H",1.4,4.6,7.5
2014-03-09,"Lazio","Atalanta","A",1.57,3.8,6
2014-03-09,"Napoli","Roma","H",2.2,3.3,3.3
2014-03-09,"Parma","Verona","H",1.73,3.7,4.6
2014-03-09,"Sampdoria","Livorno","H",1.75,3.4,5
2014-03-15,"Verona","Inter","A",3.25,3.4,2.15
2014-03-16,"Atalanta","Sampdoria","H",2.25,3.2,3.3
2014-03-16,"Cagliari","Lazio","A",2.75,3.1,2.63
2014-03-16,"Fiorentina","Chievo","H",1.53,4,6
2014-03-16,"Genoa","Juventus","A",7,4.33,1.44
2014-03-16,"Livorno","Bologna","H",2.2,3.2,3.4
2014-03-16,"Milan","Parma","A",1.8,3.6,4.33
2014-03-16,"Sassuolo","Catania","H",2.2,3.2,3.4
2014-03-17,"Roma","Udinese","H",1.36,4.5,9.5
2014-03-17,"Torino","Napoli","A",3.4,3.3,2.15
2014-03-22,"Chievo","Roma","A",6.5,3.6,1.57
2014-03-22,"Torino","Livorno","H",1.62,3.6,6
2014-03-23,"Bologna","Cagliari","H",2.3,3.1,3.25
2014-03-23,"Catania","Juventus","A",8,4.5,1.4
2014-03-23,"Inter","Atalanta","A",1.44,4.2,7.5
2014-03-23,"Lazio","Milan","D",2.5,3.2,2.88
2014-03-23,"Napoli","Fiorentina","A",1.83,3.5,4.33
2014-03-23,"Parma","Genoa","D",1.57,3.75,6
2014-03-23,"Sampdoria","Verona","H",2,3.3,3.8
2014-03-23,"Udinese","Sassuolo","H",1.62,3.6,6
2014-03-25,"Roma","Torino","H",1.4,4.5,8
2014-03-26,"Atalanta","Livorno","H",1.83,3.4,4.5
2014-03-26,"Cagliari","Verona","H",2.1,3.25,3.5
2014-03-26,"Catania","Napoli","A",4.75,3.6,1.75
2014-03-26,"Chievo","Bologna","H",2.1,3,4
2014-03-26,"Fiorentina","Milan","A",2.2,3.3,3.25
2014-03-26,"Genoa","Lazio","H",3,3.2,2.4
2014-03-26,"Juventus","Parma","H",1.33,5,9
2014-03-26,"Sassuolo","Sampdoria","A",2.6,3.2,2.75
2014-03-27,"Inter","Udinese","D",1.67,3.75,5
2014-03-29,"Bologna","Atalanta","A",2.3,3.1,3.25
2014-03-29,"Milan","Chievo","H",1.4,4.5,8
2014-03-30,"Lazio","Parma","H",2.1,3.3,3.5
2014-03-30,"Napoli","Juventus","H",2.8,3.3,2.5
2014-03-30,"Sampdoria","Fiorentina","D",2.88,3.2,2.5
2014-03-30,"Sassuolo","Roma","A",7,3.75,1.53
2014-03-30,"Torino","Cagliari","H",1.85,3.4,4.33
2014-03-30,"Verona","Genoa","H",2.2,3.2,3.4
2014-03-31,"Livorno","Inter","D",4,3.5,1.91
2014-03-31,"Udinese","Catania","H",1.73,3.5,5
2014-04-02,"Roma","Parma","H",1.4,4.75,7
2014-04-05,"Chievo","Verona","A",2.38,3.1,3.1
2014-04-05,"Inter","Bologna","D",1.36,4.5,9
2014-04-06,"Atalanta","Sassuolo","A",1.8,3.6,4.33
2014-04-06,"Cagliari","Roma","A",6,3.6,1.62
2014-04-06,"Catania","Torino","A",2.5,3.2,2.88
2014-04-06,"Fiorentina","Udinese","H",1.65,3.75,5.25
2014-04-06,"Lazio","Sampdoria","H",1.75,3.5,4.75
2014-04-06,"Parma","Napoli","H",3,3.25,2.38
2014-04-07,"Genoa","Milan","A",3.8,3.3,2
2014-04-07,"Juventus","Livorno","H",1.14,7.5,17
2014-04-12,"Roma","Atalanta","H",1.33,4.75,10
2014-04-12,"Sassuolo","Cagliari","D",2.5,3.1,2.9
2014-04-13,"Bologna","Parma","D",3.1,3.3,2.3
2014-04-13,"Livorno","Chievo","A",2.3,3.1,3.2
2014-04-13,"Napoli","Lazio","H",1.62,4,5.25
2014-04-13,"Sampdoria","Inter","A",3.2,3.3,2.25
2014-04-13,"Torino","Genoa","H",1.83,3.4,4.5
2014-04-13,"Verona","Fiorentina","A",3.2,3.3,2.25
2014-04-13,"Milan","Catania","H",1.33,5.25,8
2014-04-14,"Udinese","Juventus","A",5.5,3.8,1.62
2014-04-19,"Atalanta","Verona","A",2.05,3.1,4
2014-04-19,"Catania","Sampdoria","H",2.2,3.4,3.2
2014-04-19,"Chievo","Sassuolo","A",2,3.3,3.75
2014-04-19,"Fiorentina","Roma","A",3.1,3.4,2.25
2014-04-19,"Genoa","Cagliari","A",2.2,3.1,3.5
2014-04-19,"Juventus","Bologna","H",1.17,7,15
2014-04-19,"Lazio","Torino","D",1.8,3.3,4.75
2014-04-19,"Milan","Livorno","H",1.25,5.5,12
2014-04-19,"Parma","Inter","A",2.4,3.3,2.88
2014-04-19,"Udinese","Napoli","D",3.5,3.5,2.05
2014-04-25,"Roma","Milan","H",1.8,3.75,4.2
2014-04-26,"Bologna","Fiorentina","A",3.4,3.4,2.1
2014-04-26,"Inter","Napoli","D",2.25,3.4,3.1
2014-04-27,"Atalanta","Genoa","D",2.2,3.25,3.3
2014-04-27,"Cagliari","Parma","H",3,3.25,2.38
2014-04-27,"Livorno","Lazio","A",3.1,3.4,2.25
2014-04-27,"Sampdoria","Chievo","H",2.4,3.1,3.1
2014-04-27,"Torino","Udinese","H",1.91,3.25,4.33
2014-04-27,"Verona","Catania","H",2.2,3.5,3.1
2014-04-28,"Sassuolo","Juventus","A",7,4.75,1.4
2014-05-04,"Catania","Roma","H",6.5,4.5,1.44
2014-05-04,"Chievo","Torino","A",2.75,3.2,2.6
2014-05-04,"Genoa","Bologna","D",2.5,3.2,2.88
2014-05-04,"Parma","Sampdoria","H",1.5,3.75,7.5
2014-05-04,"Udinese","Livorno","H",1.83,3.6,4.2
2014-05-04,"Milan","Inter","H",2.4,3.4,2.8
2014-05-05,"Juventus","Atalanta","H",1.17,7,15
2014-05-05,"Lazio","Verona","D",1.62,4,5.25
2014-05-06,"Fiorentina","Sassuolo","A",1.65,4,4.75
2014-05-06,"Napoli","Cagliari","H",1.44,4.33,7
2014-05-10,"Inter","Lazio","H",1.73,3.75,4.5
2014-05-10,"Verona","Udinese","D",2.2,3.5,3.1
2014-05-11,"Atalanta","Milan","H",5.5,3.8,1.62
2014-05-11,"Bologna","Catania","A",2,3.5,3.6
2014-05-11,"Cagliari","Chievo","A",3.6,3.25,2.1
2014-05-11,"Livorno","Fiorentina","A",4.33,3.6,1.8
2014-05-11,"Roma","Juventus","A",2.4,3.4,2.8
2014-05-11,"Sampdoria","Napoli","A",3.3,3.4,2.15
2014-05-11,"Sassuolo","Genoa","H",1.53,3.8,6.5
2014-05-11,"Torino","Parma","D",2.1,3.5,3.3
2014-05-17,"Udinese","Sampdoria","D",1.73,3.8,4.5
2014-05-18,"Catania","Atalanta","H",2.25,3.4,3.1
2014-05-18,"Chievo","Inter","H",4,3.3,1.95
2014-05-18,"Fiorentina","Torino","D",3.6,3.6,1.95
2014-05-18,"Genoa","Roma","H",4.5,3.8,1.73
2014-05-18,"Juventus","Cagliari","H",1.22,6.5,11
2014-05-18,"Lazio","Bologna","H",1.44,4.33,7
2014-05-18,"Milan","Sassuolo","H",1.29,5.75,9
2014-05-18,"Napoli","Verona","H",1.44,4.5,6.5
2014-05-18,"Parma","Livorno","H",1.22,6,12
2008-08-30,"Sampdoria","Inter","D",4.33,3.2,1.91
2008-08-30,"Udinese","Palermo","H",2.1,3.1,3.8
2008-08-31,"Atalanta","Siena","H",2.05,3.1,4
2008-08-31,"Cagliari","Lazio","A",3,3,2.5
2008-08-31,"Catania","Genoa","H",2.4,3,3.2
2008-08-31,"Chievo","Reggina","H",2.15,3,3.75
2008-08-31,"Fiorentina","Juventus","D",2.75,3,2.75
2008-08-31,"Milan","Bologna","A",1.3,4.75,12
2008-08-31,"Roma","Napoli","D",1.57,3.6,6.5
2008-08-31,"Torino","Lecce","H",1.8,3.1,5.25
2008-09-13,"Inter","Catania","H",1.25,5,15
2008-09-13,"Palermo","Roma","H",3.5,3.1,2.2
2008-09-14,"Bologna","Atalanta","A",2.2,3,3.6
2008-09-14,"Genoa","Milan","H",4.5,3.1,1.91
2008-09-14,"Juventus","Udinese","H",1.53,3.75,7
2008-09-14,"Lazio","Sampdoria","H",2.2,3,3.6
2008-09-14,"Lecce","Chievo","H",2.38,3,3.2
2008-09-14,"Napoli","Fiorentina","H",2.6,3,2.88
2008-09-14,"Reggina","Torino","D",2.5,3,3
2008-09-14,"Siena","Cagliari","H",1.91,3.1,4.5
2008-09-20,"Catania","Atalanta","H",2.35,2.9,3.4
2008-09-20,"Roma","Reggina","H",1.33,4.75,10
2008-09-21,"Cagliari","Juventus","A",6.25,3.5,1.62
2008-09-21,"Fiorentina","Bologna","H",1.53,3.6,7.5
2008-09-21,"Lecce","Siena","D",2.25,2.88,3.6
2008-09-21,"Milan","Lazio","H",1.73,3.3,5.5
2008-09-21,"Palermo","Genoa","H",2.1,3.1,3.8
2008-09-21,"Sampdoria","Chievo","D",1.62,3.5,6.25
2008-09-21,"Torino","Inter","A",5.75,3.4,1.67
2008-09-21,"Udinese","Napoli","D",2.1,3.1,3.75
2008-09-24,"Atalanta","Cagliari","H",1.73,3.3,5.5
2008-09-24,"Bologna","Udinese","A",2.65,2.9,2.9
2008-09-24,"Chievo","Torino","D",2.25,2.9,3.6
2008-09-24,"Genoa","Roma","H",4.2,3,2.05
2008-09-24,"Inter","Lecce","H",1.17,6.5,19
2008-09-24,"Juventus","Catania","D",1.25,5.25,13
2008-09-24,"Lazio","Fiorentina","H",2.4,3,3.2
2008-09-24,"Napoli","Palermo","H",2.05,3.1,4
2008-09-24,"Reggina","Milan","A",6.5,3.6,1.57
2008-09-24,"Siena","Sampdoria","D",2.75,2.9,2.8
2008-09-27,"Fiorentina","Genoa","H",1.75,3.3,5.25
2008-09-27,"Sampdoria","Juventus","D",3.4,3,2.3
2008-09-28,"Bologna","Napoli","A",2.7,3,2.75
2008-09-28,"Catania","Chievo","H",2.05,3,4.2
2008-09-28,"Lecce","Cagliari","H",2,3,4.33
2008-09-28,"Milan","Inter","H",2.88,2.88,2.75
2008-09-28,"Palermo","Reggina","H",1.62,3.4,6.5
2008-09-28,"Roma","Atalanta","H",1.57,3.6,6.5
2008-09-28,"Torino","Lazio","A",2.75,3,2.7
2008-09-28,"Udinese","Siena","H",1.62,3.4,6.5
2008-10-04,"Inter","Bologna","H",1.22,6,13
2008-10-04,"Lazio","Lecce","D",1.44,4,8
2008-10-05,"Atalanta","Sampdoria","H",2.4,3,3.2
2008-10-05,"Cagliari","Milan","D",8,4,1.44
2008-10-05,"Chievo","Fiorentina","A",3.25,3,2.38
2008-10-05,"Genoa","Napoli","H",2.1,3.1,3.75
2008-10-05,"Juventus","Palermo","A",1.53,3.75,7
2008-10-05,"Reggina","Catania","D",2.5,2.88,3.2
2008-10-05,"Siena","Roma","H",4,3.2,2
2008-10-05,"Udinese","Torino","H",1.67,3.4,6
2008-10-18,"Fiorentina","Reggina","H",1.44,3.8,9
2008-10-18,"Napoli","Juventus","H",2.5,3,3.1
2008-10-19,"Bologna","Lazio","H",3.5,3.1,2.2
2008-10-19,"Catania","Palermo","H",2.5,3,3
2008-10-19,"Chievo","Atalanta","D",2.5,2.88,3.2
2008-10-19,"Genoa","Siena","H",1.83,3.1,5
2008-10-19,"Lecce","Udinese","D",3,3,2.5
2008-10-19,"Milan","Sampdoria","H",1.4,4,9.5
2008-10-19,"Roma","Inter","A",3.4,3,2.3
2008-10-19,"Torino","Cagliari","A",1.83,3.1,5
2008-10-25,"Juventus","Torino","H",1.57,3.6,7
2008-10-25,"Siena","Catania","D",2.25,2.9,3.6
2008-10-26,"Atalanta","Milan","A",4.75,3.25,1.83
2008-10-26,"Cagliari","Chievo","H",2.1,3,4
2008-10-26,"Inter","Genoa","D",1.3,5,11
2008-10-26,"Lazio","Napoli","A",2.1,3.1,3.75
2008-10-26,"Palermo","Fiorentina","A",2.4,3,3.2
2008-10-26,"Reggina","Lecce","H",2.2,3,3.6
2008-10-26,"Sampdoria","Bologna","H",1.7,3.3,5.75
2008-10-26,"Udinese","Roma","H",2.4,3.1,3.1
2008-10-29,"Bologna","Juventus","A",4.75,3.3,1.83
2008-10-29,"Catania","Udinese","A",2.6,3,2.88
2008-10-29,"Chievo","Lazio","A",3.25,3.1,2.3
2008-10-29,"Fiorentina","Inter","D",3.25,3.1,2.3
2008-10-29,"Genoa","Cagliari","H",1.62,3.4,5.5
2008-10-29,"Lecce","Palermo","D",2.62,3,2.88
2008-10-29,"Milan","Siena","H",1.22,6,13
2008-10-29,"Napoli","Reggina","H",1.44,4,9
2008-10-29,"Torino","Atalanta","H",2.4,3,3.2
2008-11-01,"Juventus","Roma","H",2.2,2.9,3.75
2008-11-01,"Reggina","Inter","A",9,4.2,1.4
2008-11-02,"Atalanta","Lecce","D",1.85,3.2,4.75
2008-11-02,"Cagliari","Bologna","H",2,2.9,4.5
2008-11-02,"Lazio","Catania","H",1.65,3.25,6.5
2008-11-02,"Milan","Napoli","H",1.62,3.6,6
2008-11-02,"Palermo","Chievo","H",1.65,3.4,6
2008-11-02,"Sampdoria","Torino","H",1.75,3.2,5.5
2008-11-02,"Siena","Fiorentina","H",3,3,2.5
2008-11-02,"Udinese","Genoa","D",1.8,3.2,5
2008-11-08,"Bologna","Roma","D",5.25,3.25,1.75
2008-11-08,"Torino","Palermo","H",2.38,3,3.25
2008-11-09,"Catania","Cagliari","H",2.1,3,4
2008-11-09,"Chievo","Juventus","A",6.5,3.6,1.57
2008-11-09,"Fiorentina","Atalanta","H",1.53,3.6,7.5
2008-11-09,"Genoa","Reggina","H",1.53,3.75,7
2008-11-09,"Inter","Udinese","H",1.53,3.6,7.5
2008-11-09,"Lazio","Siena","H",1.57,3.6,7
2008-11-09,"Lecce","Milan","D",7,3.6,1.57
2008-11-09,"Napoli","Sampdoria","H",1.8,3.25,5
2008-11-13,"Juventus","Genoa","H",1.57,3.5,7
2008-11-15,"Palermo","Inter","A",4.33,3.2,1.91
2008-11-16,"Atalanta","Napoli","H",2.8,2.88,2.75
2008-11-16,"Cagliari","Fiorentina","H",3.1,3.1,2.4
2008-11-16,"Catania","Torino","H",2.15,2.88,4
2008-11-16,"Milan","Chievo","H",1.22,5.5,15
2008-11-16,"Roma","Lazio","H",2.3,3,3.4
2008-11-16,"Sampdoria","Lecce","H",1.62,3.3,7
2008-11-16,"Siena","Bologna","D",1.91,3.1,4.5
2008-11-16,"Udinese","Reggina","A",1.4,4,9.5
2008-11-22,"Fiorentina","Udinese","H",1.91,3.1,4.5
2008-11-22,"Inter","Juventus","H",2.1,3.1,3.75
2008-11-23,"Bologna","Palermo","D",2.5,3,3
2008-11-23,"Chievo","Siena","A",2.2,3,3.6
2008-11-23,"Lazio","Genoa","D",2,3.1,4.2
2008-11-23,"Lecce","Roma","A",4,3.2,2
2008-11-23,"Napoli","Cagliari","D",1.57,3.6,6.5
2008-11-23,"Reggina","Atalanta","H",2.5,3,3.1
2008-11-23,"Sampdoria","Catania","H",1.67,3.4,6
2008-11-23,"Torino","Milan","D",5.25,3.4,1.73
2008-11-29,"Catania","Lecce","D",1.85,3.1,5
2008-11-29,"Juventus","Reggina","H",1.29,5,12
2008-11-30,"Atalanta","Lazio","H",2.5,3,3
