"Date","HomeTeam","AwayTeam","FTR","B365H","B365D","B365A"
2008-11-30,"Cagliari","Sampdoria","H",2.5,3,3
2008-11-30,"Genoa","Bologna","D",1.62,3.4,6.5
2008-11-30,"Inter","Napoli","H",1.5,3.8,7.5
2008-11-30,"Palermo","Milan","H",3.75,3.1,2.1
2008-11-30,"Roma","Fiorentina","H",1.91,3.2,4.33
2008-11-30,"Siena","Torino","H",2.1,3,4
2008-11-30,"Udinese","Chievo","A",1.44,4,8
2008-12-06,"Chievo","Roma","A",5.5,3.4,1.73
2008-12-06,"Lazio","Inter","A",3.75,3.1,2.1
2008-12-07,"Atalanta","Udinese","H",2.3,3.1,3.3
2008-12-07,"Cagliari","Palermo","H",2.5,3,3
2008-12-07,"Lecce","Juventus","A",5.5,3.4,1.73
2008-12-07,"Milan","Catania","H",1.29,5,12
2008-12-07,"Napoli","Siena","H",1.62,3.5,6.5
2008-12-07,"Reggina","Bologna","D",2.1,3,4
2008-12-07,"Sampdoria","Genoa","A",2.38,3,3.25
2008-12-07,"Torino","Fiorentina","A",3.2,3,2.4
2008-12-13,"Bologna","Torino","H",2.2,3,3.6
2008-12-13,"Napoli","Lecce","H",1.44,3.8,9
2008-12-14,"Fiorentina","Catania","H",1.5,3.75,7.5
2008-12-14,"Genoa","Atalanta","D",1.91,3.1,4.5
2008-12-14,"Inter","Chievo","H",1.17,6.5,19
2008-12-14,"Juventus","Milan","H",2.2,3,3.6
2008-12-14,"Palermo","Siena","H",1.75,3.2,5.25
2008-12-14,"Reggina","Sampdoria","A",2.4,2.88,3.3
2008-12-14,"Roma","Cagliari","H",1.4,3.8,11
2008-12-14,"Udinese","Lazio","D",2.3,3,3.4
2008-12-20,"Lazio","Palermo","H",1.9,3.1,4.5
2008-12-20,"Siena","Inter","A",5.5,3.6,1.66
2008-12-21,"Atalanta","Juventus","A",4.5,3.1,1.95
2008-12-21,"Cagliari","Reggina","D",1.75,3.25,5.5
2008-12-21,"Catania","Roma","H",5,3.2,1.83
2008-12-21,"Chievo","Genoa","A",2.5,3,3
2008-12-21,"Lecce","Bologna","D",2.1,2.9,4.2
2008-12-21,"Milan","Udinese","H",1.66,3.6,5.5
2008-12-21,"Sampdoria","Fiorentina","A",2.62,2.75,3.2
2008-12-21,"Torino","Napoli","H",2.62,3,2.87
2009-01-10,"Genoa","Torino","H",1.75,3.2,5.25
2009-01-10,"Inter","Cagliari","D",1.25,5.5,12
2009-01-11,"Bologna","Chievo","D",1.8,3.2,5
2009-01-11,"Fiorentina","Lecce","A",1.36,4.33,10
2009-01-11,"Juventus","Siena","H",1.29,5,12
2009-01-11,"Napoli","Catania","H",1.57,3.5,7
2009-01-11,"Palermo","Atalanta","H",2,3.1,4.2
2009-01-11,"Reggina","Lazio","A",3.1,3.1,2.4
2009-01-11,"Roma","Milan","D",2.75,3,2.75
2009-01-11,"Udinese","Sampdoria","D",2.15,3,3.8
2009-01-14,"Roma","Sampdoria","H",1.72,3.4,5.25
2009-01-17,"Milan","Fiorentina","H",1.62,3.5,6.5
2009-01-17,"Siena","Reggina","H",1.83,3.1,5
2009-01-18,"Atalanta","Inter","H",4.75,3.3,1.8
2009-01-18,"Cagliari","Udinese","H",2.3,3,3.4
2009-01-18,"Catania","Bologna","A",1.95,3,4.5
2009-01-18,"Chievo","Napoli","H",3.2,3,2.38
2009-01-18,"Lazio","Juventus","D",3.4,3,2.25
2009-01-18,"Lecce","Genoa","A",2.7,2.88,2.88
2009-01-18,"Sampdoria","Palermo","A",1.91,3.1,4.5
2009-01-18,"Torino","Roma","A",4,3.2,2
2009-01-24,"Juventus","Fiorentina","H",1.66,3.4,6
2009-01-24,"Reggina","Chievo","A",2.05,3.1,4
2009-01-25,"Bologna","Milan","A",5.25,3.4,1.72
2009-01-25,"Genoa","Catania","D",1.6,3.4,6.5
2009-01-25,"Inter","Sampdoria","H",1.45,4,8
2009-01-25,"Lazio","Cagliari","A",1.66,3.4,6
2009-01-25,"Lecce","Torino","D",2.2,2.9,3.75
2009-01-25,"Napoli","Roma","A",2.75,3,2.7
2009-01-25,"Palermo","Udinese","H",1.95,3.1,4.33
2009-01-25,"Siena","Atalanta","H",2.35,2.9,3.4
2009-01-28,"Atalanta","Bologna","A",1.8,3.1,5.5
2009-01-28,"Cagliari","Siena","H",1.8,3.1,5.25
2009-01-28,"Catania","Inter","A",5.25,3.3,1.75
2009-01-28,"Chievo","Lecce","D",2.15,2.87,4
2009-01-28,"Fiorentina","Napoli","H",1.72,3.3,5.5
2009-01-28,"Milan","Genoa","D",1.4,4.2,8.5
2009-01-28,"Roma","Palermo","H",1.5,3.75,7.5
2009-01-28,"Sampdoria","Lazio","H",2.4,3,3.2
2009-01-28,"Torino","Reggina","D",1.9,3.1,4.75
2009-01-28,"Udinese","Juventus","H",5,3.25,1.8
2009-01-31,"Juventus","Cagliari","A",1.36,4.5,9
2009-01-31,"Napoli","Udinese","D",1.9,3.2,4.5
2009-02-01,"Atalanta","Catania","H",2,3.1,4.2
2009-02-01,"Chievo","Sampdoria","D",2.87,2.87,2.75
2009-02-01,"Genoa","Palermo","H",1.9,3.2,4.75
2009-02-01,"Inter","Torino","D",1.22,6,13
2009-02-01,"Lazio","Milan","A",3.6,3.2,2.1
2009-02-01,"Reggina","Roma","D",6,3.5,1.61
2009-02-01,"Siena","Lecce","A",1.9,3.1,4.5
2009-02-02,"Bologna","Fiorentina","A",3.4,3.1,2.25
2009-02-07,"Lecce","Inter","A",7,3.5,1.57
2009-02-07,"Milan","Reggina","D",1.2,5.75,17
2009-02-08,"Cagliari","Atalanta","A",2,3.1,4.2
2009-02-08,"Catania","Juventus","A",4.5,3.3,1.85
2009-02-08,"Fiorentina","Lazio","H",1.75,3.2,5.5
2009-02-08,"Palermo","Napoli","H",2.1,3.1,3.8
2009-02-08,"Roma","Genoa","H",1.75,3.3,5.25
2009-02-08,"Sampdoria","Siena","D",1.75,3.2,5.5
2009-02-08,"Torino","Chievo","D",1.85,3.2,4.75
2009-02-08,"Udinese","Bologna","H",1.72,3.25,5.5
2009-02-14,"Lazio","Torino","D",1.67,3.6,5.5
2009-02-14,"Napoli","Bologna","D",1.57,3.75,6
2009-02-15,"Atalanta","Roma","H",3.6,3.25,2.1
2009-02-15,"Cagliari","Lecce","H",1.83,3.3,4.75
2009-02-15,"Chievo","Catania","D",2.1,3.2,3.75
2009-02-15,"Genoa","Fiorentina","D",2.4,3,3.2
2009-02-15,"Inter","Milan","H",2.25,3.1,3.4
2009-02-15,"Juventus","Sampdoria","D",1.5,4,7
2009-02-15,"Reggina","Palermo","D",2.5,3.1,2.9
2009-02-15,"Siena","Udinese","D",2.4,3.1,3.1
2009-02-21,"Bologna","Inter","A",5.25,3.25,1.8
2009-02-21,"Palermo","Juventus","A",3.1,3.1,2.4
2009-02-21,"Roma","Siena","H",1.57,3.6,6.5
2009-02-22,"Catania","Reggina","H",1.8,3.2,5
2009-02-22,"Fiorentina","Chievo","H",1.4,4.2,9
2009-02-22,"Lecce","Lazio","A",3.1,3.1,2.4
2009-02-22,"Milan","Cagliari","H",1.5,3.8,7.5
2009-02-22,"Napoli","Genoa","A",2.15,3.1,3.6
2009-02-22,"Sampdoria","Atalanta","H",2.15,3.1,3.6
2009-02-22,"Torino","Udinese","H",2.4,3,3.2
2009-02-28,"Juventus","Napoli","H",1.6,3.5,6.5
2009-02-28,"Lazio","Bologna","H",1.66,3.4,6
2009-03-01,"Atalanta","Chievo","A",1.83,3.2,5
2009-03-01,"Cagliari","Torino","D",2,3.1,4.2
2009-03-01,"Inter","Roma","D",1.8,3.25,5
2009-03-01,"Palermo","Catania","A",1.83,3.25,4.75
2009-03-01,"Reggina","Fiorentina","D",3.25,3,2.37
2009-03-01,"Sampdoria","Milan","H",3.5,3,2.2
2009-03-01,"Siena","Genoa","D",2.75,2.8,2.9
2009-03-01,"Udinese","Lecce","H",1.72,3.3,5.5
2009-03-07,"Genoa","Inter","A",2.8,3.1,2.6
2009-03-07,"Roma","Udinese","D",1.9,3.2,4.33
2009-03-07,"Torino","Juventus","A",3.5,3.1,2.2
2009-03-08,"Bologna","Sampdoria","H",2.37,3.2,3.2
2009-03-08,"Catania","Siena","A",2.2,3,3.6
2009-03-08,"Chievo","Cagliari","D",2.3,3.1,3.3
2009-03-08,"Fiorentina","Palermo","A",1.66,3.5,5.5
2009-03-08,"Lecce","Reggina","D",2.2,3,3.6
2009-03-08,"Milan","Atalanta","H",1.57,3.6,6.5
2009-03-08,"Napoli","Lazio","A",2.37,3.1,3.2
2009-03-14,"Cagliari","Genoa","A",2.3,3.1,3.3
2009-03-14,"Juventus","Bologna","H",1.4,4.2,9
2009-03-15,"Atalanta","Torino","H",2.2,3,3.6
2009-03-15,"Inter","Fiorentina","H",1.73,3.4,5.5
2009-03-15,"Lazio","Chievo","A",1.67,3.4,6
2009-03-15,"Palermo","Lecce","H",1.67,3.5,5.5
2009-03-15,"Reggina","Napoli","D",2.7,3,2.8
2009-03-15,"Sampdoria","Roma","D",2.3,3,3.4
2009-03-15,"Siena","Milan","A",3.8,3.1,2.1
2009-03-15,"Udinese","Catania","D",1.83,3.2,5
2009-03-21,"Catania","Lazio","H",2.62,3,2.87
2009-03-21,"Roma","Juventus","A",2.87,3,2.6
2009-03-22,"Bologna","Cagliari","A",2.25,3.1,3.4
2009-03-22,"Chievo","Palermo","H",2.6,3,2.87
2009-03-22,"Fiorentina","Siena","H",1.5,3.8,7.5
2009-03-22,"Genoa","Udinese","H",1.85,3.4,4.33
2009-03-22,"Inter","Reggina","H",1.2,6,15
2009-03-22,"Lecce","Atalanta","D",2.3,3,3.4
2009-03-22,"Napoli","Milan","D",3.4,3.1,2.25
2009-03-22,"Torino","Sampdoria","A",2.3,3,3.4
2009-04-05,"Atalanta","Fiorentina","A",2.55,3.2,2.8
2009-04-05,"Cagliari","Catania","H",2,3,4.33
2009-04-05,"Juventus","Chievo","D",1.33,4.75,10
2009-04-05,"Milan","Lecce","H",1.28,5.25,11
2009-04-05,"Palermo","Torino","H",1.85,3.2,4.75
2009-04-05,"Reggina","Genoa","A",3.1,3,2.45
2009-04-05,"Roma","Bologna","H",1.5,3.75,7.5
2009-04-05,"Sampdoria","Napoli","D",2.05,3,4
2009-04-05,"Siena","Lazio","H",2.5,3,3
2009-04-05,"Udinese","Inter","A",4.75,3.25,1.83
2009-04-11,"Bologna","Siena","A",2.15,3,3.8
2009-04-11,"Chievo","Milan","A",4.75,3.25,1.83
2009-04-11,"Fiorentina","Cagliari","H",1.67,3.4,6
2009-04-11,"Genoa","Juventus","H",3.25,3,2.38
2009-04-11,"Inter","Palermo","D",1.44,4,8.5
2009-04-11,"Lazio","Roma","H",3.1,3.1,2.4
2009-04-11,"Lecce","Sampdoria","A",2.5,3,3
2009-04-11,"Napoli","Atalanta","D",1.83,3.25,4.75
2009-04-11,"Torino","Catania","H",2,3,4.33
2009-04-12,"Reggina","Udinese","A",2.38,3.1,3.1
2009-04-18,"Genoa","Lazio","A",1.75,3.5,4.75
2009-04-18,"Juventus","Inter","D",2.55,3.1,2.88
2009-04-19,"Atalanta","Reggina","A",1.62,3.6,6
2009-04-19,"Cagliari","Napoli","H",2.55,2.9,3.1
2009-04-19,"Catania","Sampdoria","H",2.3,3,3.4
2009-04-19,"Milan","Torino","H",1.33,5,9
2009-04-19,"Palermo","Bologna","H",1.73,3.4,5.5
2009-04-19,"Roma","Lecce","H",1.33,4.75,10
2009-04-19,"Siena","Chievo","A",2.38,2.62,3.75
2009-04-19,"Udinese","Fiorentina","H",2.8,3.1,2.6
2009-04-25,"Chievo","Udinese","A",2.25,3.1,3.4
2009-04-25,"Fiorentina","Roma","H",2.4,3.2,3
2009-04-26,"Bologna","Genoa","H",3.4,3.1,2.2
2009-04-26,"Lazio","Atalanta","A",1.8,3.3,4.75
2009-04-26,"Lecce","Catania","H",1.7,3.4,5.5
2009-04-26,"Milan","Palermo","H",1.5,4,7
2009-04-26,"Napoli","Inter","H",4,3.2,2
2009-04-26,"Reggina","Juventus","D",4.5,3.4,1.8
2009-04-26,"Sampdoria","Cagliari","D",2.1,3.2,3.6
2009-04-26,"Torino","Siena","H",1.8,3.2,5
2009-05-02,"Bologna","Reggina","A",1.8,3.3,4.75
2009-05-02,"Inter","Lazio","H",1.5,3.8,7.25
2009-05-03,"Catania","Milan","A",6,3.75,1.57
2009-05-03,"Fiorentina","Torino","H",1.44,4,8
2009-05-03,"Genoa","Sampdoria","H",2.25,3.1,3.3
2009-05-03,"Juventus","Lecce","D",1.36,4.5,9
2009-05-03,"Palermo","Cagliari","H",2,3.25,4
2009-05-03,"Roma","Chievo","D",1.5,4,7
2009-05-03,"Siena","Napoli","H",2.15,3,3.6
2009-05-03,"Udinese","Atalanta","H",1.83,3.3,4.75
2009-05-09,"Lazio","Udinese","A",2.88,3,2.6
2009-05-09,"Sampdoria","Reggina","H",2.9,3.3,2.4
2009-05-10,"Atalanta","Genoa","D",3.3,3.1,2.3
2009-05-10,"Cagliari","Roma","D",2.88,3.2,2.5
2009-05-10,"Catania","Fiorentina","A",4.75,3.4,1.8
2009-05-10,"Chievo","Inter","D",4.5,3.3,1.85
2009-05-10,"Lecce","Napoli","D",1.62,3.75,5.5
2009-05-10,"Milan","Juventus","D",1.83,3.5,4.33
2009-05-10,"Siena","Palermo","H",3.1,3.1,2.38
2009-05-10,"Torino","Bologna","D",1.91,3.25,4.33
2009-05-16,"Roma","Catania","H",1.25,5.5,12
2009-05-16,"Udinese","Milan","H",3.6,3.2,2.1
2009-05-17,"Bologna","Lecce","H",1.91,3.25,4.33
2009-05-17,"Fiorentina","Sampdoria","H",1.33,4.75,9.5
2009-05-17,"Genoa","Chievo","D",1.62,3.6,6
2009-05-17,"Inter","Siena","H",1.2,6,15
2009-05-17,"Juventus","Atalanta","D",1.25,5.5,12
2009-05-17,"Napoli","Torino","A",3.1,3.2,2.3
2009-05-17,"Palermo","Lazio","H",1.57,3.5,7
2009-05-17,"Reggina","Cagliari","H",1.8,3.6,4.5
2009-05-20,"Lazio","Reggina","H",2.5,3.6,2.6
2009-05-24,"Atalanta","Palermo","D",3.25,3.2,2.25
2009-05-24,"Cagliari","Inter","H",3.2,3.2,2.3
2009-05-24,"Catania","Napoli","H",2.25,3,3.5
2009-05-24,"Chievo","Bologna","D",3.2,1.57,6
2009-05-24,"Lecce","Fiorentina","D",5,4.33,1.57
2009-05-24,"Milan","Roma","A",1.8,3.4,4.75
2009-05-24,"Sampdoria","Udinese","D",3.1,3.3,2.25
2009-05-24,"Siena","Juventus","A",8.5,4.33,1.4
2009-05-24,"Torino","Genoa","A",1.4,4.5,7.5
2009-05-31,"Bologna","Catania","H",1.3,4.75,12
2009-05-31,"Fiorentina","Milan","A",2.5,3.1,2.88
2009-05-31,"Genoa","Lecce","H",1.33,4.5,10
2009-05-31,"Inter","Atalanta","H",1.44,4,8
2009-05-31,"Juventus","Lazio","H",1.36,4.5,8
2009-05-31,"Napoli","Chievo","H",1.62,3.75,5.5
2009-05-31,"Palermo","Sampdoria","D",1.8,3.1,5
2009-05-31,"Reggina","Siena","D",2.25,3,3.4
2009-05-31,"Roma","Torino","H",1.65,4.2,4.5
2009-05-31,"Udinese","Cagliari","H",1.75,3.6,4.5
2009-08-22,"Bologna","Fiorentina","D",3.3,3.25,2.2
2009-08-22,"Siena","Milan","A",3.75,3.25,2.05
2009-08-23,"Catania","Sampdoria","A",2.5,3.2,2.88
2009-08-23,"Genoa","Roma","H",2.4,3.2,3
2009-08-23,"Inter","Bari","D",1.2,6,15
2009-08-23,"Juventus","Chievo","H",1.29,5.25,11
2009-08-23,"Lazio","Atalanta","H",1.83,3.4,4.5
2009-08-23,"Livorno","Cagliari","D",2.38,3.1,3.2
2009-08-23,"Palermo","Napoli","H",2.15,3.25,3.5
2009-08-23,"Udinese","Parma","D",1.8,3.4,4.75
2009-08-29,"Bari","Bologna","D",2.2,3.1,3.5
2009-08-29,"Milan","Inter","A",3,3,2.5
2009-08-30,"Atalanta","Genoa","A",2.4,3,3.2
2009-08-30,"Cagliari","Siena","A",2,3.2,4
2009-08-30,"Chievo","Lazio","A",3,3,2.5
2009-08-30,"Fiorentina","Palermo","H",1.8,3.4,4.75
2009-08-30,"Napoli","Livorno","H",1.5,4,7.5
2009-08-30,"Parma","Catania","H",1.95,3.2,4.2
2009-08-30,"Roma","Juventus","A",3.1,3.1,2.38
2009-08-30,"Sampdoria","Udinese","H",2.1,3.2,3.6
2009-09-12,"Lazio","Juventus","A",4,3.2,2
2009-09-12,"Livorno","Milan","D",4.75,3.3,1.83
2009-09-13,"Atalanta","Sampdoria","A",2.38,3.1,3.1
2009-09-13,"Bologna","Chievo","A",2.4,3,3.2
2009-09-13,"Fiorentina","Cagliari","H",1.6,3.6,6.25
2009-09-13,"Genoa","Napoli","H",2.05,3.2,3.8
2009-09-13,"Inter","Parma","H",1.3,5,11
2009-09-13,"Palermo","Bari","D",1.62,3.6,6
2009-09-13,"Siena","Roma","A",4,3.2,2
2009-09-13,"Udinese","Catania","H",1.67,3.5,5.5
2009-09-19,"Juventus","Livorno","H",1.3,5,11
2009-09-19,"Napoli","Udinese","D",2,3.3,3.75
2009-09-20,"Bari","Atalanta","H",2.5,3.1,2.9
2009-09-20,"Cagliari","Inter","A",6,3.6,1.62
2009-09-20,"Catania","Lazio","D",2.9,3.1,2.5
2009-09-20,"Chievo","Genoa","H",2.9,3.1,2.5
2009-09-20,"Milan","Bologna","H",1.33,4.75,10
2009-09-20,"Parma","Palermo","H",2.38,3.1,3.1
2009-09-20,"Roma","Fiorentina","H",1.95,3.4,3.8
2009-09-20,"Sampdoria","Siena","H",1.67,3.4,6
2009-09-23,"Atalanta","Catania","D",1.8,3.4,4.75
2009-09-23,"Bari","Cagliari","A",2.1,3.1,3.75
2009-09-23,"Bologna","Livorno","H",2.15,3.1,3.6
2009-09-23,"Fiorentina","Sampdoria","H",2.1,3.1,3.75
2009-09-23,"Inter","Napoli","H",1.4,4.2,8.5
2009-09-23,"Lazio","Parma","A",1.91,3.2,4.33
2009-09-23,"Palermo","Roma","D",2.8,3.25,2.55
2009-09-23,"Siena","Chievo","D",2.4,3.1,3.1
2009-09-23,"Udinese","Milan","H",3.25,3.1,2.3
2009-09-24,"Genoa","Juventus","D",3.4,3.2,2.2
2009-09-26,"Livorno","Fiorentina","A",3.75,3.1,2.1
2009-09-26,"Sampdoria","Inter","H",3.8,3.3,2
2009-09-27,"Catania","Roma","D",4.33,3.25,1.91
2009-09-27,"Chievo","Atalanta","D",2.2,3.2,3.4
2009-09-27,"Juventus","Bologna","D",1.22,6,13
2009-09-27,"Lazio","Palermo","D",2.1,3.2,3.6
2009-09-27,"Milan","Bari","D",1.33,4.5,11
2009-09-27,"Napoli","Siena","H",1.67,3.4,6
2009-09-27,"Parma","Cagliari","A",1.91,3.2,4.33
2009-09-27,"Udinese","Genoa","H",2.25,3.2,3.3
2009-10-03,"Bari","Catania","D",2.05,3.2,3.8
2009-10-03,"Inter","Udinese","H",1.44,4.2,7.5
2009-10-04,"Atalanta","Milan","D",3.5,3,2.25
2009-10-04,"Bologna","Genoa","A",3,3.2,2.4
2009-10-04,"Cagliari","Chievo","A",2.1,3.1,3.75
2009-10-04,"Fiorentina","Lazio","D",1.85,3.3,4.5
2009-10-04,"Palermo","Juventus","H",3.8,3.3,2
2009-10-04,"Roma","Napoli","H",1.7,3.4,5.5
2009-10-04,"Sampdoria","Parma","D",1.65,3.6,5.5
2009-10-04,"Siena","Livorno","D",2,3.2,4
2009-10-17,"Genoa","Inter","A",3.25,3.2,2.25
2009-10-17,"Juventus","Fiorentina","D",1.73,3.4,5.25
2009-10-18,"Catania","Cagliari","H",2.4,3.1,3.1
2009-10-18,"Chievo","Bari","A",2,3.1,4.1
2009-10-18,"Lazio","Sampdoria","D",2.4,3.1,3.1
2009-10-18,"Livorno","Palermo","A",3.1,3.1,2.4
2009-10-18,"Milan","Roma","H",2.1,3.3,3.5
2009-10-18,"Napoli","Bologna","H",1.55,3.75,6.5
2009-10-18,"Parma","Siena","H",1.95,3.2,4.2
2009-10-18,"Udinese","Atalanta","A",1.67,3.5,5.5
2009-10-24,"Inter","Catania","H",1.22,5.5,15
2009-10-24,"Sampdoria","Bologna","H",1.53,3.75,7
2009-10-25,"Atalanta","Parma","H",2.1,3.1,3.75
2009-10-25,"Bari","Lazio","H",2.63,3,2.88
2009-10-25,"Cagliari","Genoa","H",2.75,3,2.75
2009-10-25,"Chievo","Milan","A",4,3.1,2
2009-10-25,"Fiorentina","Napoli","A",1.75,3.4,5
2009-10-25,"Palermo","Udinese","H",2.1,3.1,3.75
2009-10-25,"Roma","Livorno","A",1.33,4.75,10
2009-10-25,"Siena","Juventus","A",7,3.5,1.57
2009-10-28,"Bologna","Siena","H",2.3,3.1,3.3
2009-10-28,"Catania","Chievo","A",2.25,3.1,3.4
2009-10-28,"Genoa","Fiorentina","H",2.4,3.2,3
2009-10-28,"Juventus","Sampdoria","H",1.75,3.4,5
2009-10-28,"Lazio","Cagliari","A",1.8,3.4,4.75
2009-10-28,"Livorno","Atalanta","H",2.4,3.1,3.1
2009-10-28,"Napoli","Milan","D",2.88,3.2,2.5
2009-10-28,"Parma","Bari","H",2.1,3.2,3.6
2009-10-28,"Udinese","Roma","H",2.5,3.2,2.88
2009-10-29,"Inter","Palermo","H",1.44,4,8
2009-10-31,"Juventus","Napoli","A",1.53,3.75,7
2009-10-31,"Milan","Parma","H",1.53,3.8,6.5
2009-11-01,"Cagliari","Atalanta","H",2.1,3.1,3.8
2009-11-01,"Chievo","Udinese","D",2.5,3.1,2.9
2009-11-01,"Fiorentina","Catania","H",1.44,4,8
2009-11-01,"Livorno","Inter","A",6,3.8,1.57
2009-11-01,"Palermo","Genoa","D",2.05,3.1,4
2009-11-01,"Roma","Bologna","H",1.67,3.5,5.5
2009-11-01,"Sampdoria","Bari","D",1.67,3.5,5.5
2009-11-01,"Siena","Lazio","D",2.75,3.1,2.63
2009-11-07,"Atalanta","Juventus","A",4.33,3.4,1.85
2009-11-07,"Catania","Napoli","D",3.4,3.1,2.25
2009-11-08,"Bari","Livorno","H",1.85,3.3,4.5
2009-11-08,"Bologna","Palermo","H",2.7,3.1,2.7
2009-11-08,"Cagliari","Sampdoria","H",2.4,3.1,3.1
2009-11-08,"Genoa","Siena","H",1.65,3.6,5.5
2009-11-08,"Inter","Roma","D",1.62,3.75,5.5
2009-11-08,"Lazio","Milan","A",3.6,3.25,2.1
2009-11-08,"Parma","Chievo","H",2.05,3.2,3.8
2009-11-08,"Udinese","Fiorentina","A",2.45,3.2,2.9
2009-11-21,"Bologna","Inter","A",5.5,3.5,1.67
2009-11-21,"Fiorentina","Parma","A",1.7,3.4,5.5
2009-11-22,"Juventus","Udinese","H",1.44,4,8
2009-11-22,"Livorno","Genoa","H",3.2,3,2.4
2009-11-22,"Milan","Cagliari","H",1.5,3.75,7.5
2009-11-22,"Napoli","Lazio","D",1.83,3.3,4.75
2009-11-22,"Palermo","Catania","D",1.73,3.4,5.25
2009-11-22,"Roma","Bari","H",1.67,3.5,5.5
2009-11-22,"Sampdoria","Chievo","H",1.73,3.4,5.25
2009-11-22,"Siena","Atalanta","A",2.4,3,3.2
2009-11-28,"Genoa","Sampdoria","H",2.3,3.2,3.2
2009-11-28,"Udinese","Livorno","H",1.65,3.6,5.5
2009-11-29,"Atalanta","Roma","A",3.4,3.25,2.15
2009-11-29,"Bari","Siena","H",1.75,3.3,5
2009-11-29,"Cagliari","Juventus","H",4,3.4,1.91
2009-11-29,"Catania","Milan","A",4.33,3.4,1.85
2009-11-29,"Chievo","Palermo","H",2.3,3.2,3.2
2009-11-29,"Inter","Fiorentina","H",1.57,3.75,6
2009-11-29,"Lazio","Bologna","D",1.67,3.6,5.25
2009-11-29,"Parma","Napoli","D",2.4,3.2,3
2009-12-05,"Juventus","Inter","H",2.65,3.1,2.75
2009-12-05,"Milan","Sampdoria","H",1.57,3.7,6.25
2009-12-06,"Bologna","Udinese","H",2.5,3.2,2.88
2009-12-06,"Fiorentina","Atalanta","H",1.55,3.6,7
2009-12-06,"Genoa","Parma","D",1.91,3.2,4.33
2009-12-06,"Livorno","Chievo","A",2.4,3.1,3.1
2009-12-06,"Napoli","Bari","H",1.8,3.5,4.5
2009-12-06,"Palermo","Cagliari","H",2.1,3.1,3.75
2009-12-06,"Roma","Lazio","H",1.83,3.25,4.75
2009-12-06,"Siena","Catania","H",2.2,3.1,3.5
2009-12-12,"Bari","Juventus","H",4.33,3.25,1.91
2009-12-12,"Cagliari","Napoli","D",2.38,3,3.25
2009-12-13,"Atalanta","Inter","D",6,3.5,1.65
2009-12-13,"Catania","Livorno","A",1.91,3.2,4.33
2009-12-13,"Chievo","Fiorentina","H",3,3,2.5
2009-12-13,"Lazio","Genoa","H",2.25,3.1,3.4
2009-12-13,"Milan","Palermo","A",1.44,4.2,7.5
2009-12-13,"Parma","Bologna","H",1.8,3.4,4.75
2009-12-13,"Sampdoria","Roma","D",2.5,3.2,2.88
2009-12-13,"Siena","Udinese","H",2.63,3,2.88
2009-12-20,"Inter","Lazio","H",1.4,4.33,8.5
2009-12-20,"Juventus","Catania","A",1.33,4.75,10
2009-12-20,"Livorno","Sampdoria","H",2.88,3,2.63
2009-12-20,"Napoli","Chievo","H",1.91,3.25,4.33
2009-12-20,"Palermo","Siena","H",1.62,3.6,6
2009-12-20,"Roma","Parma","H",1.73,3.6,4.75
2010-01-06,"Atalanta","Napoli","A",2.63,3,2.88
2010-01-06,"Bari","Udinese","H",2.2,3.1,3.5
2010-01-06,"Cagliari","Roma","D",3,3.2,2.4
2010-01-06,"Catania","Bologna","H",2,3.2,4
2010-01-06,"Chievo","Inter","A",4.5,3.4,1.83
2010-01-06,"Lazio","Livorno","H",1.67,3.5,5.5
2010-01-06,"Milan","Genoa","H",1.57,3.75,6
2010-01-06,"Parma","Juventus","A",3.1,3.1,2.4
2010-01-06,"Sampdoria","Palermo","D",2.2,3.2,3.4
2010-01-06,"Siena","Fiorentina","A",3.4,3.2,2.2
2010-01-09,"Inter","Siena","H",1.2,6,15
2010-01-09,"Roma","Chievo","H",1.57,3.6,6.5
2010-01-10,"Bologna","Cagliari","A",2.35,3.2,3.1
2010-01-10,"Fiorentina","Bari","H",1.65,3.5,6
2010-01-10,"Genoa","Catania","H",1.65,3.5,6
2010-01-10,"Juventus","Milan","A",2.5,3.2,2.9
2010-01-10,"Livorno","Parma","H",2.75,3.1,2.63
2010-01-10,"Napoli","Sampdoria","H",1.91,3.3,4.2
2010-01-10,"Palermo","Atalanta","H",1.7,3.5,5.5
2010-01-10,"Udinese","Lazio","D",2.2,3.25,3.3
2010-01-16,"Bari","Inter","D",4.33,3.25,1.91
2010-01-16,"Cagliari","Livorno","H",1.83,3,5.5
2010-01-17,"Atalanta","Lazio","H",2.5,3.1,2.9
2010-01-17,"Chievo","Juventus","H",3.5,3.25,2.1
2010-01-17,"Fiorentina","Bologna","A",1.5,3.75,7.5
2010-01-17,"Milan","Siena","H",1.25,5.25,13
2010-01-17,"Napoli","Palermo","D",2.1,3.25,3.5
2010-01-17,"Parma","Udinese","D",2.1,3.2,3.6
2010-01-17,"Roma","Genoa","H",1.7,3.6,5
2010-01-17,"Sampdoria","Catania","D",1.8,3.4,4.6
2010-01-20,"Bologna","Atalanta","D",2.3,3.1,3.2
2010-01-20,"Genoa","Bari","D",2.1,3.1,3.8
2010-01-23,"Catania","Parma","H",2.2,3.2,3.4
2010-01-23,"Juventus","Roma","A",2.5,3.1,2.9
2010-01-24,"Bologna","Bari","H",2.4,3.2,3
2010-01-24,"Genoa","Atalanta","H",1.83,3.4,4.5
2010-01-24,"Inter","Milan","H",2.5,3.1,2.9
